100,200, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 1000
, 900
, 800
, 700
, 600
, 500
, 400
, 300
, 200
, 100
, 200
, 200
, 200
, 200
, 200
, 200
, 200
, 200
, 200
, 200
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 150
, 1000
, 1000
, 1000
, 1000
, 1000
, 1000
, 1000
, 1000
, 1000
, 1000
,18
2,5,6
5,2,7
10,4,5
3,1,2
8,3,9
9,2,6
3,5,1

